source_file,source_path,source_index,sequence_index,condition,dataset_label,replicate,Pt,T_s,Vf_V_vs_Ref,Im_A,Vu_V,Sig_V,Ach_V,IERange,Over,Temp_deg_C,step_duration_s,global_time_s,global_time_min,step_variable_name,step_variable_value,step_label
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,164,164,-1.59973,-0.0213354,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5864.0,97.73333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,165,165,-1.59983,-0.0213187,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5865.0,97.75,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,166,166,-1.59983,-0.0213221,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5866.0,97.76666666666667,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,167,167,-1.59983,-0.0213288,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5867.0,97.78333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,168,168,-1.59973,-0.0213455,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5868.0,97.8,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,169,169,-1.59993,-0.0213187,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5869.0,97.81666666666666,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,170,170,-1.59983,-0.0213288,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5870.0,97.83333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,171,171,-1.59973,-0.0213187,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5871.0,97.85,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,172,172,-1.59973,-0.0213321,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5872.0,97.86666666666666,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,173,173,-1.59983,-0.0213288,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5873.0,97.88333333333334,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,174,174,-1.59983,-0.0213221,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5874.0,97.9,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,175,175,-1.59973,-0.0213187,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5875.0,97.91666666666667,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,176,176,-1.59983,-0.0213288,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5876.0,97.93333333333334,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,177,177,-1.59983,-0.0213254,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5877.0,97.95,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,178,178,-1.59973,-0.0213254,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5878.0,97.96666666666667,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,179,179,-1.59983,-0.0213321,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5879.0,97.98333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,180,180,-1.59983,-0.0213254,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5880.0,98.0,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,181,181,-1.59973,-0.021312,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5881.0,98.01666666666667,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,182,182,-1.59973,-0.0213221,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5882.0,98.03333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,183,183,-1.59983,-0.0213288,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5883.0,98.05,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,184,184,-1.59983,-0.0213288,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5884.0,98.06666666666666,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,185,185,-1.59973,-0.0213288,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5885.0,98.08333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,186,186,-1.59983,-0.0213321,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5886.0,98.1,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,187,187,-1.59973,-0.0213221,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5887.0,98.11666666666666,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,188,188,-1.59983,-0.0212986,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5888.0,98.13333333333334,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,189,189,-1.59993,-0.0213221,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5889.0,98.15,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,190,190,-1.59983,-0.0213321,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5890.0,98.16666666666667,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,191,191,-1.59993,-0.0213421,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5891.0,98.18333333333334,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,192,192,-1.59983,-0.0213354,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5892.0,98.2,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,193,193,-1.59983,-0.0213221,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5893.0,98.21666666666667,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,194,194,-1.59993,-0.021312,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5894.0,98.23333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,195,195,-1.59983,-0.0213354,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5895.0,98.25,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,196,196,-1.59973,-0.0213388,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5896.0,98.26666666666667,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,197,197,-1.59983,-0.0213388,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5897.0,98.28333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,198,198,-1.59973,-0.0213354,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5898.0,98.3,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,199,199,-1.59973,-0.0213354,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5899.0,98.31666666666666,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,200,200,-1.59973,-0.0213488,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5900.0,98.33333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,201,201,-1.59983,-0.0213187,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5901.0,98.35,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,202,202,-1.59973,-0.0213388,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5902.0,98.36666666666666,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,203,203,-1.59983,-0.0213555,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5903.0,98.38333333333334,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,204,204,-1.59983,-0.0213455,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5904.0,98.4,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,205,205,-1.59973,-0.0213555,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5905.0,98.41666666666667,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,206,206,-1.59973,-0.0213488,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5906.0,98.43333333333334,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,207,207,-1.59983,-0.0213555,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5907.0,98.45,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,208,208,-1.59983,-0.0213488,0.0,-1.59993,0.0,11,...........,1483.4,300.0,5908.0,98.46666666666667,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,209,209,-1.59983,-0.0213421,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5909.0,98.48333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,210,210,-1.59983,-0.0213421,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5910.0,98.5,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,211,211,-1.59973,-0.0213421,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5911.0,98.51666666666667,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,212,212,-1.59983,-0.0213589,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5912.0,98.53333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,213,213,-1.59983,-0.0213288,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5913.0,98.55,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,214,214,-1.59983,-0.0213555,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5914.0,98.56666666666666,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,215,215,-1.59983,-0.0213589,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5915.0,98.58333333333333,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,216,216,-1.59983,-0.0213455,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5916.0,98.6,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,217,217,-1.59973,-0.0213622,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5917.0,98.61666666666666,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,218,218,-1.59983,-0.0213589,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5918.0,98.63333333333334,Vf_V_vs_Ref,-1.599808604651163,-1.6
20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_020_PBSNO3-layers--rpm_1600CHRONOA_16.DTA,20,20,Sequential condition,Sequential condition,20,219,219,-1.59983,-0.0213321,0.0,-1.59993,0.0,11,...........,1483.49,300.0,5919.0,98.65,Vf_V_vs_Ref,-1.599808604651163,-1.6
